GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESJ001
"G550121000925","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Albion town","00925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091518","0000000012","Albion town","A","+44546754","-091466043","43",2.80
"G550121002500","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Arcadia city","02500","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004586","0000000000","Arcadia city","F","+44252401","-091493360","25",2.30
"G550121002525","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Arcadia town","02525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000310076","0000000520","Arcadia town","A","+44239862","-091462818","43",3.09
"G550121008075","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Blair city","08075","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002365","0000000160","Blair city","F","+44295938","-091229946","25",2.17
"G550121011325","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Burnside town","11325","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091263","0000000121","Burnside town","A","+44381646","-091478978","43",3.09
"G550121011975","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Caledonia town","11975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000054067","0000001104","Caledonia town","A","+44031160","-091360754","43",2.82
"G550121014525","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Chimney Rock town","14525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093473","0000000000","Chimney Rock town","A","+44465983","-091478167","43",2.75
"G550121020300","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Dodge town","20300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000055409","0000000000","Dodge town","A","+44127706","-091508598","43",2.90
"G550121023175","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Eleva village","23175","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001407","0000000033","Eleva village","F","+44576391","-091470307","47",2.41
"G550121024400","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Ettrick village","24400","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001718","0000000000","Ettrick village","F","+44169834","-091266124","47",2.25
"G550121024425","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Ettrick town","24425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000199588","0000000000","Ettrick town","A","+44194048","-091248046","43",2.84
"G550121028150","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Gale town","28150","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000156698","0000001441","Gale town","A","+44102065","-091295280","43",2.74
"G550121028200","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Galesville city","28200","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002806","0000000240","Galesville city","F","+44084182","-091356227","25",2.27
"G550121032050","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Hale town","32050","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000180535","0000000069","Hale town","A","+44463741","-091307229","43",2.88
"G550121036800","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Independence city","36800","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002598","0000000096","Independence city","F","+44362159","-091419308","25",2.31
"G550121044500","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Lincoln town","44500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000073683","0000000103","Lincoln town","A","+44371703","-091352128","43",2.91
"G550121060575","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Osseo city","60575","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003928","0000000045","Osseo city","F","+44578345","-091218116","25",2.31
"G550121062650","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Pigeon town","62650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000099920","0000000000","Pigeon town","A","+44392499","-091227824","43",3.06
"G550121062675","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Pigeon Falls village","62675","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001236","0000000000","Pigeon Falls village","F","+44424701","-091208212","47",2.26
"G550121065500","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Preston town","65500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000153691","0000000015","Preston town","A","+44300458","-091258169","43",3.14
"G550121077825","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Strum village","77825","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002795","0000000213","Strum village","F","+44552899","-091386181","47",2.42
"G550121078500","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Sumner town","78500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089094","0000000080","Sumner town","A","+44558359","-091228310","43",2.94
"G550121080475","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Trempealeau village","80475","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002732","0000000208","Trempealeau village","F","+44007025","-091435957","47",2.42
"G550121080500","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Trempealeau town","80500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000132545","0000016009","Trempealeau town","A","+44071099","-091463165","43",2.81
"G550121081875","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Unity town","81875","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089620","0000000000","Unity town","A","+44554827","-091347641","43",2.80
"G550121086725","1990","WI",,,,,,,,,,,,"99","Trempealeau","121","Whitehall city","86725","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004092","0000000000","Whitehall city","F","+44365814","-091313694","25",2.23
"G550123006900","1990","WI",,,,,,,,,,,,"99","Vernon","123","Bergen town","06900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088642","0000048090","Bergen town","A","+43659339","-091207675","43",2.82
"G550123014150","1990","WI",,,,,,,,,,,,"99","Vernon","123","Chaseburg village","14150","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001612","0000000000","Chaseburg village","F","+43654770","-091099945","47",2.59
"G550123014675","1990","WI",,,,,,,,,,,,"99","Vernon","123","Christiana town","14675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087416","0000000215","Christiana town","A","+43685131","-090844943","43",3.04
"G550123015675","1990","WI",,,,,,,,,,,,"99","Vernon","123","Clinton town","15675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092950","0000000018","Clinton town","A","+43685880","-090729179","43",3.99
"G550123016875","1990","WI",,,,,,,,,,,,"99","Vernon","123","Coon town","16875","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090517","0000000000","Coon town","A","+43680823","-090971619","43",2.80
"G550123016900","1990","WI",,,,,,,,,,,,"99","Vernon","123","Coon Valley village","16900","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002560","0000000000","Coon Valley village","F","+43701805","-091010211","47",2.63
"G550123019850","1990","WI",,,,,,,,,,,,"99","Vernon","123","De Soto village","19850","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002316","0000000142","De Soto village","F","+43429146","-091195964","47",2.69
"G550123026550","1990","WI",,,,,,,,,,,,"99","Vernon","123","Forest town","26550","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093154","0000000000","Forest town","A","+43678887","-090494283","43",2.92
"G550123027400","1990","WI",,,,,,,,,,,,"99","Vernon","123","Franklin town","27400","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000133511","0000000114","Franklin town","A","+43476490","-090906928","43",2.86
"G550123028625","1990","WI",,,,,,,,,,,,"99","Vernon","123","Genoa village","28625","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000778","0000000000","Genoa village","F","+43573395","-091225795","47",2.40
"G550123028650","1990","WI",,,,,,,,,,,,"99","Vernon","123","Genoa town","28650","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090649","0000003451","Genoa town","A","+43548635","-091168159","43",2.79
"G550123031625","1990","WI",,,,,,,,,,,,"99","Vernon","123","Greenwood town","31625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092725","0000000013","Greenwood town","A","+43596211","-090368293","43",3.21
"G550123032225","1990","WI",,,,,,,,,,,,"99","Vernon","123","Hamburg town","32225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092751","0000000030","Hamburg town","A","+43677773","-091089790","43",2.81
"G550123032725","1990","WI",,,,,,,,,,,,"99","Vernon","123","Harmony town","32725","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000111127","0000000000","Harmony town","A","+43583827","-091089322","43",2.93
"G550123034825","1990","WI",,,,,,,,,,,,"99","Vernon","123","Hillsboro city","34825","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003050","0000000077","Hillsboro city","F","+43654063","-090337701","25",2.19
"G550123034850","1990","WI",,,,,,,,,,,,"99","Vernon","123","Hillsboro town","34850","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092286","0000000089","Hillsboro town","A","+43689698","-090366264","43",2.65
"G550123037975","1990","WI",,,,,,,,,,,,"99","Vernon","123","Jefferson town","37975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000121556","0000000221","Jefferson town","A","+43583455","-090974766","43",2.80
"G550123039475","1990","WI",,,,,,,,,,,,"99","Vernon","123","Kickapoo town","39475","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000098081","0000000066","Kickapoo town","A","+43461929","-090750035","43",2.78
"G550123040875","1990","WI",,,,,,,,,,,,"99","Vernon","123","La Farge village","40875","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002693","0000000000","La Farge village","F","+43577502","-090638132","47",2.31
"G550123043900","1990","WI",,,,,,,,,,,,"99","Vernon","123","Liberty town","43900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000059708","0000000036","Liberty town","A","+43528516","-090736076","43",2.70
"G550123060075","1990","WI",,,,,,,,,,,,"99","Vernon","123","Ontario village","60075","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002622","0000000000","Ontario village","F","+43722063","-090592899","47",2.33
"G550123066450","1990","WI",,,,,,,,,,,,"99","Vernon","123","Readstown village","66450","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004629","0000000000","Readstown village","F","+43448786","-090758902","47",2.15
"G550123076725","1990","WI",,,,,,,,,,,,"99","Vernon","123","Stark town","76725","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089157","0000000034","Stark town","A","+43595714","-090609510","43",2.49
"G550123077075","1990","WI",,,,,,,,,,,,"99","Vernon","123","Sterling town","77075","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000117738","0000000000","Sterling town","A","+43470475","-091035031","43",2.67
"G550123077550","1990","WI",,,,,,,,,,,,"99","Vernon","123","Stoddard village","77550","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001554","0000000229","Stoddard village","F","+43661184","-091218444","47",2.48
"G550123081675","1990","WI",,,,,,,,,,,,"99","Vernon","123","Union town","81675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092639","0000000010","Union town","A","+43603929","-090484871","43",2.90
"G550123082900","1990","WI",,,,,,,,,,,,"99","Vernon","123","Viola village","82900","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001672","0000000000","Viola village","F","+43506669","-090675803","47",2.25
"G550123082925","1990","WI",,,,,,,,,,,,"99","Vernon","123","Viroqua city","82925","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000007973","0000000000","Viroqua city","F","+43558310","-090886328","25",2.14
"G550123082950","1990","WI",,,,,,,,,,,,"99","Vernon","123","Viroqua town","82950","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000125696","0000000089","Viroqua town","A","+43582811","-090846104","43",2.83
"G550123085050","1990","WI",,,,,,,,,,,,"99","Vernon","123","Webster town","85050","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091728","0000000014","Webster town","A","+43596197","-090726125","43",2.96
"G550123085475","1990","WI",,,,,,,,,,,,"99","Vernon","123","Westby city","85475","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000005838","0000000000","Westby city","F","+43653010","-090857120","25",2.31
"G550123086525","1990","WI",,,,,,,,,,,,"99","Vernon","123","Wheatland town","86525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000068920","0000002860","Wheatland town","A","+43453025","-091155905","43",2.52
"G550123086900","1990","WI",,,,,,,,,,,,"99","Vernon","123","Whitestown town","86900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090680","0000000011","Whitestown town","A","+43678607","-090608996","43",3.12
"G550125002450","1990","WI",,,,,,,,,,,,"99","Vilas","125","Arbor Vitae town","02450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000162062","0000022503","Arbor Vitae town","A","+45958595","-089677975","43",2.41
"G550125008950","1990","WI",,,,,,,,,,,,"99","Vilas","125","Boulder Junction town","08950","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000212208","0000047819","Boulder Junction town","A","+46093793","-089680114","43",2.35
"G550125015850","1990","WI",,,,,,,,,,,,"99","Vilas","125","Cloverland town","15850","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000081294","0000009852","Cloverland town","A","+45944412","-089367239","43",2.36
"G550125016750","1990","WI",,,,,,,,,,,,"99","Vilas","125","Conover town","16750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000208729","0000018496","Conover town","A","+46051196","-089264548","43",2.49
"G550125021625","1990","WI",,,,,,,,,,,,"99","Vilas","125","Eagle River city","21625","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000006240","0000000468","Eagle River city","F","+45924631","-089257902","25",2.02
"G550125040687","1990","WI",,,,,,,,,,,,"99","Vilas","125","Lac du Flambeau town","40687","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000259823","0000070969","Lac du Flambeau town","A","+45968110","-089881181","43",2.76
"G550125042325","1990","WI",,,,,,,,,,,,"99","Vilas","125","Land O'Lakes town","42325","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000215060","0000031801","Land O'Lakes town","A","+46159886","-089402852","43",2.42
"G550125044525","1990","WI",,,,,,,,,,,,"99","Vilas","125","Lincoln town","44525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000084640","0000011914","Lincoln town","A","+45910956","-089247187","43",2.43
"G550125048462","1990","WI",,,,,,,,,,,,"99","Vilas","125","Manitowish Waters town","48462","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000078625","0000015744","Manitowish Waters town","A","+46112419","-089866953","43",2.16
"G550125062425","1990","WI",,,,,,,,,,,,"99","Vilas","125","Phelps town","62425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000244112","0000036332","Phelps town","A","+46047673","-089069671","43",2.43
"G550125063625","1990","WI",,,,,,,,,,,,"99","Vilas","125","Plum Lake town","63625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000230347","0000028828","Plum Lake town","A","+46048260","-089482132","43",2.54
"G550125065425","1990","WI",,,,,,,,,,,,"99","Vilas","125","Presque Isle town","65425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000159038","0000033783","Presque Isle town","A","+46208399","-089698625","43",2.22
"G550125070725","1990","WI",,,,,,,,,,,,"99","Vilas","125","St. Germain town","70725","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000086415","0000017270","St. Germain town","A","+45942443","-089494555","43",2.26
"G550125083750","1990","WI",,,,,,,,,,,,"99","Vilas","125","Washington town","83750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000107292","0000015916","Washington town","A","+45946374","-089136854","43",2.48
"G550125087600","1990","WI",,,,,,,,,,,,"99","Vilas","125","Winchester town","87600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000124673","0000014164","Winchester town","A","+46224003","-089868535","43",2.21
"G550127008275","1990","WI",,,,,,,,,,,,"99","Walworth","127","Bloomfield town","08275","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000086620","0000002115","Bloomfield town","A","+42538650","-088365221","43",2.63
"G550127011200","1990","WI",,,,,,,,,,,,"99","Walworth","127","Burlington city","11200","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000386","0000000000","Burlington city","F","+42694218","-088312458","25",4.00
"G550127018825","1990","WI",,,,,,,,,,,,"99","Walworth","127","Darien village","18825","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002030","0000000000","Darien village","F","+42600923","-088710146","47",2.97
"G550127018850","1990","WI",,,,,,,,,,,,"99","Walworth","127","Darien town","18850","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090275","0000000096","Darien town","A","+42619448","-088724505","43",2.79
"G550127019450","1990","WI",,,,,,,,,,,,"99","Walworth","127","Delavan city","19450","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000013107","0000001101","Delavan city","F","+42626683","-088632569","25",2.56
"G550127019475","1990","WI",,,,,,,,,,,,"99","Walworth","127","Delavan town","19475","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000069318","0000007323","Delavan town","A","+42628681","-088589767","43",2.60
"G550127022100","1990","WI",,,,,,,,,,,,"99","Walworth","127","East Troy village","22100","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000006748","0000000120","East Troy village","F","+42789100","-088399437","47",2.65
"G550127022125","1990","WI",,,,,,,,,,,,"99","Walworth","127","East Troy town","22125","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000081226","0000004635","East Troy town","A","+42802832","-088361001","43",2.85
